"","Suburb","Rooms","Type","Method","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"30786","South Yarra",1,"u","S",2017-12-09,2.7,"3141",4,2,2,319,133,2015,"Melbourne City Council",-37.57314,144.91694,"Southern Metropolitan",14887,425000
"30788","Spotswood",3,"u","SP",2017-12-09,6.2,"3015",3,2,2,205,158,1995,"Hobsons Bay City Council",-37.82978,144.88463,"Western Metropolitan",1223,882000
"30791","St Albans",2,"h","S",2017-12-09,14,"3021",2,1,2,476,75,1970,"Brimbank City Council",-37.7411,144.79621,"Western Metropolitan",14042,642000
"30792","St Albans",3,"h","SA",2017-12-09,14,"3021",3,1,1,690,120,1980,"Brimbank City Council",-37.7475,144.79025,"Western Metropolitan",14042,477500
"30794","St Albans",3,"h","SP",2017-12-09,14,"3021",3,2,5,554,115,1980,"Brimbank City Council",-37.76484,144.8098,"Western Metropolitan",14042,650000
"30795","St Albans",4,"h","S",2017-12-09,14,"3021",4,2,4,582,185,1984,"Brimbank City Council",-37.73517,144.78804,"Western Metropolitan",14042,660000
"30796","St Albans",5,"h","S",2017-12-09,14,"3021",5,3,2,534,107,1975,"Brimbank City Council",-37.75177,144.80173,"Western Metropolitan",14042,620000
"30797","St Albans",4,"h","S",2017-12-09,14,"3021",4,1,2,535,172,1990,"Brimbank City Council",-37.72843,144.78999,"Western Metropolitan",14042,620000
"30798","St Albans",3,"h","SP",2017-12-09,14,"3021",3,1,3,696,136,1960,"Brimbank City Council",-37.74118,144.81165,"Western Metropolitan",14042,695000
"30799","St Kilda",2,"u","VB",2017-12-09,5,"3182",2,1,1,321,81,1980,"Port Phillip City Council",-37.7149,144.9985,"Southern Metropolitan",13240,460000
"30800","St Kilda",3,"h","PI",2017-12-09,5,"3182",3,1,1,214,120,1990,"Port Phillip City Council",-37.86729,144.98348,"Southern Metropolitan",13240,961000
"30801","St Kilda",3,"u","S",2017-12-09,5,"3182",3,1,2,263,133,2014,"Port Phillip City Council",-37.7353,144.9416,"Southern Metropolitan",13240,670000
"30802","St Kilda",1,"u","PI",2017-12-09,5,"3182",4,2,2,319,133,2015,"Port Phillip City Council",-37.57314,144.91694,"Southern Metropolitan",13240,400000
"30803","St Kilda",1,"u","PI",2017-12-09,5,"3182",4,2,2,319,133,2015,"Port Phillip City Council",-37.57314,144.91694,"Southern Metropolitan",13240,400000
"30804","St Kilda",1,"u","SP",2017-12-09,5,"3182",4,2,2,319,133,2015,"Port Phillip City Council",-37.57314,144.91694,"Southern Metropolitan",13240,465000
"30805","St Kilda",1,"u","S",2017-12-09,5,"3182",4,2,2,319,169,2015,"Port Phillip City Council",-37.6127,145.0291,"Southern Metropolitan",13240,768000
"30806","St Kilda",2,"u","VB",2017-12-09,5,"3182",2,1,1,321,81,1980,"Port Phillip City Council",-37.8009,144.8762,"Southern Metropolitan",13240,580000
"30807","St Kilda",2,"u","S",2017-12-09,5,"3182",2,1,1,321,81,1955,"Port Phillip City Council",-37.7442,144.9958,"Southern Metropolitan",13240,630000
"30808","St Kilda",1,"u","S",2017-12-09,5,"3182",4,2,2,319,133,2015,"Port Phillip City Council",-37.57314,144.91694,"Southern Metropolitan",13240,491000
"30809","St Kilda",2,"u","PI",2017-12-09,5,"3182",2,1,1,321,81,1960,"Port Phillip City Council",-37.8439,145.0589,"Southern Metropolitan",13240,735000
"30810","Strathmore",3,"h","S",2017-12-09,8.2,"3041",3,2,2,517,529,1925,"Moonee Valley City Council",-37.73894,144.90766,"Western Metropolitan",3284,1400000
"30811","Strathmore Heights",3,"t","VB",2017-12-09,8.2,"3041",3,2,2,306,206,2010,"Moonee Valley City Council",-37.71344,144.89478,"Western Metropolitan",389,800000
"30812","Sunbury",5,"h","S",2017-12-09,31.7,"3429",5,2,2,724,247,2002,"Hume City Council",-37.58588,144.69954,"Western Metropolitan",14092,675000
"30813","Sunbury",2,"h","SP",2017-12-09,31.7,"3429",2,1,2,452,100,1960,"Hume City Council",-37.57961,144.71363,"Western Metropolitan",14092,367000
"30814","Sunbury",4,"h","S",2017-12-09,31.7,"3429",4,2,2,585,218,2008,"Hume City Council",-37.56776,144.72291,"Western Metropolitan",14092,565000
"30815","Sunbury",3,"h","SP",2017-12-09,31.7,"3429",3,2,1,655,129,1985,"Hume City Council",-37.57886,144.69987,"Western Metropolitan",14092,453000
"30816","Sunbury",3,"h","S",2017-12-09,31.7,"3429",3,2,2,716,149,1979,"Hume City Council",-37.56159,144.71262,"Western Metropolitan",14092,480000
"30818","Sunbury",3,"h","S",2017-12-09,31.7,"3429",3,2,3,1011,130,1980,"Hume City Council",-37.58119,144.73883,"Western Metropolitan",14092,700000
"30819","Sunbury",3,"h","SP",2017-12-09,31.7,"3429",3,1,1,566,115,1975,"Hume City Council",-37.58059,144.69333,"Western Metropolitan",14092,465000
"30820","Sunshine",3,"h","S",2017-12-09,10.5,"3020",3,1,2,298,106,1920,"Brimbank City Council",-37.78586,144.82561,"Western Metropolitan",3755,772500
"30821","Sunshine",2,"h","S",2017-12-09,10.5,"3020",2,1,1,545,107,1955,"Brimbank City Council",-37.78806,144.84197,"Western Metropolitan",3755,760000
"30822","Sunshine",3,"h","PI",2017-12-09,10.5,"3020",3,1,4,695,145,1970,"Brimbank City Council",-37.79058,144.83958,"Western Metropolitan",3755,975000
"30823","Sunshine",2,"u","PI",2017-12-09,10.5,"3020",2,1,1,321,81,1980,"Brimbank City Council",-37.81599,145.20427,"Western Metropolitan",3755,537000
"30824","Sunshine North",3,"h","SP",2017-12-09,10.5,"3020",3,1,2,695,697,1961,"Brimbank City Council",-37.76908,144.82356,"Western Metropolitan",4217,705000
"30825","Sunshine North",3,"u","S",2017-12-09,10.5,"3020",3,1,2,263,133,2014,"Brimbank City Council",-37.7307,144.92717,"Western Metropolitan",4217,560000
"30826","Sunshine North",2,"h","S",2017-12-09,10.5,"3020",2,1,1,201,105,1995,"Brimbank City Council",-37.77243,144.83578,"Western Metropolitan",4217,722000
"30828","Sunshine West",3,"h","PI",2017-12-09,10.5,"3020",3,1,4,650,130,1960,"Brimbank City Council",-37.78778,144.8098,"Western Metropolitan",6763,720000
"30829","Sunshine West",4,"h","S",2017-12-09,10.5,"3020",4,2,2,443,216,2002,"Brimbank City Council",-37.79567,144.79956,"Western Metropolitan",6763,790000
"30830","Sunshine West",3,"h","PI",2017-12-09,10.5,"3020",3,2,4,700,152,1980,"Brimbank City Council",-37.79433,144.81236,"Western Metropolitan",6763,640000
"30833","Surrey Hills",2,"u","S",2017-12-09,10.2,"3127",2,1,1,321,81,1960,"Boroondara City Council",-37.8355,145.0589,"Southern Metropolitan",5457,682500
"30835","Surrey Hills",2,"u","S",2017-12-09,10.2,"3127",2,1,1,321,81,1960,"Boroondara City Council",-37.84283,145.0589,"Southern Metropolitan",5457,771000
"30837","Sydenham",3,"u","SP",2017-12-09,18,"3037",3,1,2,263,100,2014,"Brimbank City Council",-37.7098,144.9163,"Western Metropolitan",3640,480000
"30838","Sydenham",4,"h","S",2017-12-09,18,"3037",4,2,2,558,237,2000,"Brimbank City Council",-37.70756,144.77674,"Western Metropolitan",3640,705000
"30840","Tarneit",3,"h","SP",2017-12-09,18.4,"3029",3,1,2,263,133,2014,"Wyndham City Council",-37.7307,144.9704,"Western Metropolitan",10160,528000
"30842","Taylors Hill",4,"h","PI",2017-12-09,18,"3037",4,2,2,622,262,2002,"Melton City Council",-37.70961,144.76048,"Western Metropolitan",4242,621000
"30843","Taylors Lakes",3,"h","S",2017-12-09,15.5,"3038",3,2,2,650,145,1995,"Brimbank City Council",-37.70782,144.78295,"Western Metropolitan",5336,760000
"30844","Taylors Lakes",4,"h","S",2017-12-09,15.5,"3038",4,2,2,700,223,2000,"Brimbank City Council",-37.68251,144.77764,"Western Metropolitan",5336,836000
"30845","Taylors Lakes",5,"h","S",2017-12-09,15.5,"3038",5,3,4,640,269,1998,"Brimbank City Council",-37.69102,144.78505,"Western Metropolitan",5336,725000
"30846","Taylors Lakes",4,"h","S",2017-12-09,15.5,"3038",3,2,2,650,154,1991,"Brimbank City Council",-37.69783,144.78773,"Western Metropolitan",5336,681500
"30847","Taylors Lakes",4,"h","PI",2017-12-09,15.5,"3038",4,2,3,723,240,1999,"Brimbank City Council",-37.69048,144.78702,"Western Metropolitan",5336,700000
"30850","Templestowe",5,"h","SP",2017-12-09,15.5,"3106",4,2,2,522,169,2015,"Manningham City Council",-37.7591,144.91227,"Eastern Metropolitan",6202,1551000
"30851","Templestowe",3,"t","VB",2017-12-09,15.5,"3106",3,1,2,263,133,2014,"Manningham City Council",-37.875,145.0861,"Eastern Metropolitan",6202,1100000
"30853","Templestowe",4,"h","S",2017-12-09,15.5,"3106",4,2,2,816,151,1966,"Manningham City Council",-37.75297,145.16247,"Eastern Metropolitan",6202,1155000
"30854","Templestowe",3,"h","S",2017-12-09,15.5,"3106",3,2,2,609,150,1991,"Manningham City Council",-37.76744,145.15543,"Eastern Metropolitan",6202,1550000
"30855","Templestowe",5,"h","PI",2017-12-09,15.5,"3106",5,3,2,585,275,1992,"Manningham City Council",-37.75644,145.15528,"Eastern Metropolitan",6202,1950000
"30856","Templestowe Lower",4,"h","VB",2017-12-09,12.4,"3107",4,2,2,754,240,1995,"Manningham City Council",-37.75612,145.10636,"Eastern Metropolitan",5420,1050000
"30857","Thomastown",3,"h","S",2017-12-09,15.3,"3074",3,1,1,542,105,1970,"Whittlesea City Council",-37.68082,145.03922,"Northern Metropolitan",7955,657000
"30859","Thomastown",4,"h","S",2017-12-09,15.3,"3074",4,1,4,530,103,1980,"Whittlesea City Council",-37.6756,144.98667,"Northern Metropolitan",7955,645000
"30860","Thomastown",3,"h","S",2017-12-09,15.3,"3074",3,1,4,641,136,1980,"Whittlesea City Council",-37.67467,145.01348,"Northern Metropolitan",7955,740500
"30862","Thornbury",2,"h","S",2017-12-09,7,"3071",2,1,1,338,107,1925,"Darebin City Council",-37.75558,144.9875,"Northern Metropolitan",8870,1250000
"30863","Thornbury",2,"h","S",2017-12-09,7,"3071",2,1,1,277,120,1980,"Darebin City Council",-37.76177,144.99907,"Northern Metropolitan",8870,1234500
"30864","Thornbury",1,"u","SP",2017-12-09,7,"3071",4,2,2,319,133,2015,"Darebin City Council",-37.57314,144.91694,"Northern Metropolitan",8870,374060
"30866","Thornbury",2,"h","SP",2017-12-09,7,"3071",2,1,1,321,81,1980,"Darebin City Council",-37.8094,145.0446,"Northern Metropolitan",8870,665000
"30867","Thornbury",3,"h","S",2017-12-09,7,"3071",3,2,2,349,27,1920,"Darebin City Council",-37.75928,144.99707,"Northern Metropolitan",8870,1211000
"30868","Thornbury",2,"u","S",2017-12-09,7,"3071",2,1,1,321,81,1973,"Darebin City Council",-37.83939,145.0633,"Northern Metropolitan",8870,705000
"30869","Thornbury",1,"u","VB",2017-12-09,7,"3071",4,2,2,319,133,2015,"Darebin City Council",-37.57314,144.91694,"Northern Metropolitan",8870,280000
"30870","Toorak",4,"h","S",2017-12-09,4.1,"3142",4,3,2,430,268,1980,"Stonnington City Council",-37.83521,145.02219,"Southern Metropolitan",7217,4111000
"30871","Toorak",3,"u","S",2017-12-09,4.1,"3142",3,1,2,263,133,2014,"Stonnington City Council",-37.7307,144.9704,"Southern Metropolitan",7217,841000
"30872","Toorak",2,"u","S",2017-12-09,4.1,"3142",2,1,1,321,81,1960,"Stonnington City Council",-37.8355,145.0589,"Southern Metropolitan",7217,867000
"30873","Tullamarine",2,"u","PI",2017-12-09,12.9,"3043",2,1,1,321,81,1970,"Brimbank City Council",-37.7826,144.9209,"Western Metropolitan",3296,360000
"30874","Tullamarine",3,"h","S",2017-12-09,12.9,"3043",3,2,5,573,173,1980,"Brimbank City Council",-37.70395,144.87422,"Western Metropolitan",3296,700500
"30875","Vermont",4,"h","VB",2017-12-09,17.2,"3133",4,2,3,654,270,1985,"Maroondah City Council",-37.84351,145.19246,"Eastern Metropolitan",4181,1160000
"30876","Vermont",3,"h","S",2017-12-09,17.2,"3133",3,1,4,711,152,1935,"Maroondah City Council",-37.83315,145.2026,"Eastern Metropolitan",4181,903000
"30877","Vermont",4,"h","S",2017-12-09,17.2,"3133",4,2,2,616,289,2014,"Maroondah City Council",-37.84009,145.19954,"Eastern Metropolitan",4181,1595000
"30878","Vermont South",4,"h","S",2017-12-09,17.2,"3133",4,2,2,661,204,1970,"Whitehorse City Council",-37.85681,145.17832,"Eastern Metropolitan",4280,1088000
"30879","Viewbank",3,"h","S",2017-12-09,8.9,"3084",3,1,2,569,85,1945,"Banyule City Council",-37.73955,145.09105,"Eastern Metropolitan",2698,1060000
"30880","Wantirna",3,"h","S",2017-12-09,14.7,"3152",3,2,2,560,129,1982,"Knox City Council",-37.86422,145.2272,"Eastern Metropolitan",5424,812000
"30881","Wantirna South",3,"h","S",2017-12-09,14.7,"3152",3,1,2,825,160,1970,"Knox City Council",-37.8661,145.22118,"Eastern Metropolitan",7082,940000
"30882","Wantirna South",4,"h","SP",2017-12-09,14.7,"3152",4,2,2,639,175,2001,"Knox City Council",-37.88715,145.21598,"Eastern Metropolitan",7082,1050000
"30884","Watsonia",3,"h","VB",2017-12-09,14.5,"3087",3,1,0,602,90,1960,"Banyule City Council",-37.70508,145.08563,"Northern Metropolitan",2329,850000
"30885","Werribee",3,"h","S",2017-12-09,14.7,"3030",3,2,3,543,148,1980,"Wyndham City Council",-37.89307,144.64159,"Western Metropolitan",16166,570000
"30887","Werribee",4,"h","SP",2017-12-09,14.7,"3030",4,2,2,630,235,1995,"Wyndham City Council",-37.8786,144.65481,"Western Metropolitan",16166,620000
"30888","Werribee",3,"h","S",2017-12-09,14.7,"3030",3,2,1,269,130,1970,"Wyndham City Council",-37.90961,144.65543,"Western Metropolitan",16166,480000
"30889","Werribee",3,"h","SP",2017-12-09,14.7,"3030",3,1,2,675,105,1970,"Wyndham City Council",-37.88255,144.66385,"Western Metropolitan",16166,500000
"30890","Werribee",3,"h","S",2017-12-09,14.7,"3030",3,1,2,263,133,2014,"Wyndham City Council",-37.7307,144.9826,"Western Metropolitan",16166,525000
"30891","Werribee",3,"h","S",2017-12-09,14.7,"3030",3,3,2,726,207,1985,"Wyndham City Council",-37.9009,144.67386,"Western Metropolitan",16166,627500
"30892","Werribee",4,"h","S",2017-12-09,14.7,"3030",3,2,2,843,229,1987,"Wyndham City Council",-37.90721,144.65636,"Western Metropolitan",16166,880000
"30893","Werribee",4,"h","S",2017-12-09,14.7,"3030",4,2,2,443,602,2010,"Wyndham City Council",-37.89277,144.63626,"Western Metropolitan",16166,460000
"30894","West Footscray",2,"u","S",2017-12-09,6.4,"3012",2,1,1,321,81,1980,"Maribyrnong City Council",-37.7149,145.0009,"Western Metropolitan",5058,355000
"30895","West Footscray",3,"h","S",2017-12-09,6.4,"3012",3,1,2,485,115,1930,"Maribyrnong City Council",-37.79386,144.87843,"Western Metropolitan",5058,1062000
"30896","West Footscray",3,"h","PI",2017-12-09,6.4,"3012",3,1,1,463,120,1960,"Maribyrnong City Council",-37.7924,144.86834,"Western Metropolitan",5058,870000
"30897","West Footscray",3,"h","VB",2017-12-09,6.4,"3012",3,1,2,386,105,1960,"Maribyrnong City Council",-37.80635,144.87448,"Western Metropolitan",5058,940000
"30898","West Footscray",3,"h","PI",2017-12-09,6.4,"3012",3,1,1,347,120,1960,"Maribyrnong City Council",-37.79184,144.87356,"Western Metropolitan",5058,930000
"30899","West Footscray",3,"h","S",2017-12-09,6.4,"3012",3,1,3,417,115,1950,"Maribyrnong City Council",-37.79139,144.86596,"Western Metropolitan",5058,857500
"30900","Westmeadows",4,"h","S",2017-12-09,16.5,"3049",4,2,2,546,180,1974,"Hume City Council",-37.68068,144.87375,"Northern Metropolitan",2474,610000
"30901","Wheelers Hill",4,"h","S",2017-12-09,16.7,"3150",4,2,2,813,250,1980,"Monash City Council",-37.89969,145.18551,"South-Eastern Metropolitan",7392,1370000
"30902","Wheelers Hill",4,"h","S",2017-12-09,16.7,"3150",4,2,2,650,248,1975,"Monash City Council",-37.89651,145.19073,"South-Eastern Metropolitan",7392,1130000
"30903","Whittlesea",3,"h","S",2017-12-09,35.5,"3757",3,1,2,263,133,2014,"Whittlesea City Council",-37.7307,144.92717,"Northern Victoria",2170,410000
"30904","Whittlesea",4,"h","S",2017-12-09,35.5,"3757",4,2,2,400,184,2009,"Whittlesea City Council",-37.50529,145.11279,"Northern Victoria",2170,505000
"30905","Williamstown",5,"h","SP",2017-12-09,6.8,"3016",5,3,2,544,287,2008,"Hobsons Bay City Council",-37.85649,144.87376,"Western Metropolitan",6380,1630000
"30908","Williamstown",3,"h","PI",2017-12-09,6.8,"3016",3,1,4,777,237,1860,"Hobsons Bay City Council",-37.86097,144.90015,"Western Metropolitan",6380,1525000
"30909","Williamstown",3,"h","S",2017-12-09,6.8,"3016",3,1,0,285,121,1910,"Hobsons Bay City Council",-37.85428,144.89488,"Western Metropolitan",6380,1285000
"30910","Williamstown",3,"h","S",2017-12-09,6.8,"3016",3,1,2,412,136,1940,"Hobsons Bay City Council",-37.85324,144.89958,"Western Metropolitan",6380,2065000
"30911","Williamstown North",5,"h","S",2017-12-09,6.8,"3016",5,2,2,466,203,1910,"Hobsons Bay City Council",-37.85593,144.8785,"Western Metropolitan",802,1615000
"30912","Windsor",4,"u","S",2017-12-09,4.6,"3181",4,2,2,268,278,1950,"Port Phillip City Council",-37.85421,144.98503,"Southern Metropolitan",4380,1610000
"30913","Windsor",2,"u","S",2017-12-09,4.6,"3181",2,1,1,321,81,2015,"Port Phillip City Council",-37.72777,144.91761,"Southern Metropolitan",4380,610000
"30915","Wollert",4,"h","S",2017-12-09,25.5,"3750",4,2,2,350,0,2015,"Whittlesea City Council",-37.61031,145.0401,"Northern Metropolitan",2940,609000
"30918","Wollert",3,"h","S",2017-12-09,25.5,"3750",3,2,3,660,206,1980,"Whittlesea City Council",-37.61313,145.03937,"Northern Metropolitan",2940,780000
"30919","Wollert",3,"h","PI",2017-12-09,25.5,"3750",3,2,2,383,148,2013,"Whittlesea City Council",-37.61929,145.01613,"Northern Metropolitan",2940,540000
"30920","Wollert",3,"t","S",2017-12-09,25.5,"3750",3,2,1,527,125,1990,"Whittlesea City Council",-37.61841,145.03916,"Northern Metropolitan",2940,391000
"30921","Wollert",3,"h","S",2017-12-09,25.5,"3750",3,2,2,400,160,2007,"Whittlesea City Council",-37.61835,145.01672,"Northern Metropolitan",2940,581000
"30922","Wollert",4,"h","S",2017-12-09,25.5,"3750",4,2,2,411,187,2015,"Whittlesea City Council",-37.61212,145.04084,"Northern Metropolitan",2940,615000
"30923","Wyndham Vale",4,"h","S",2017-12-09,27.2,"3024",4,2,2,700,219,2010,"Wyndham City Council",-37.89738,144.61158,"Western Metropolitan",5262,632000
"30925","Wyndham Vale",3,"h","S",2017-12-09,27.2,"3024",3,1,2,567,132,1970,"Wyndham City Council",-37.89087,144.62252,"Western Metropolitan",5262,425000
"30926","Wyndham Vale",3,"h","S",2017-12-09,27.2,"3024",3,1,2,263,133,2014,"Wyndham City Council",-37.7307,144.92717,"Western Metropolitan",5262,400000
"30927","Wyndham Vale",3,"h","VB",2017-12-09,27.2,"3024",3,1,1,311,126,1981,"Wyndham City Council",-37.89783,144.62831,"Western Metropolitan",5262,420000
"30928","Wyndham Vale",3,"h","S",2017-12-09,27.2,"3024",3,1,2,613,92,1980,"Wyndham City Council",-37.89552,144.61926,"Western Metropolitan",5262,415000
"30929","Wyndham Vale",3,"h","SP",2017-12-09,27.2,"3024",3,2,2,810,174,2001,"Wyndham City Council",-37.88318,144.61741,"Western Metropolitan",5262,600000
"30930","Yarraville",3,"h","SP",2017-12-09,6.3,"3013",3,1,1,463,106,1950,"Maribyrnong City Council",-37.81488,144.88922,"Western Metropolitan",6543,1160000
"30931","Yarraville",2,"h","PI",2017-12-09,6.3,"3013",2,1,2,306,85,1997,"Maribyrnong City Council",-37.82345,144.8835,"Western Metropolitan",6543,870000
"30932","Alphington",2,"h","S",2018-02-03,5.7,"3078",2,1,1,321,81,1960,"Darebin City Council",-37.8355,145.0589,"Northern Metropolitan",2211,765000
"30933","Ardeer",3,"h","SP",2018-02-03,12.8,"3022",3,1,1,562,118,1954,"Brimbank City Council",-37.7807,144.80031,"Western Metropolitan",1281,630000
"30935","Aspendale Gardens",4,"h","PI",2018-02-03,21.5,"3195",4,2,2,602,221,1989,"Kingston City Council",-38.01986,145.12546,"South-Eastern Metropolitan",2243,1000000
"30936","Attwood",4,"h","S",2018-02-03,16.5,"3049",4,2,2,494,137,2001,"Hume City Council",-37.67331,144.88902,"Northern Metropolitan",1130,578000
"30937","Avondale Heights",3,"h","S",2018-02-03,9.5,"3034",3,1,2,409,132,1975,"Moonee Valley City Council",-37.76406,144.86071,"Western Metropolitan",4502,730000
"30940","Blackburn South",5,"h","VB",2018-02-03,13.4,"3130",5,3,1,554,212,1970,"Whitehorse City Council",-37.84417,145.14483,"Eastern Metropolitan",4387,1225000
"30941","Boronia",4,"h","S",2018-02-03,25,"3155",4,2,2,791,248,1975,"Knox City Council",-37.85149,145.28302,"Eastern Metropolitan",9704,780000
